,sentence,sentiment,disgust,shame,sadness,anger,fear,joy,guilt,disgust_2,shame_2,sadness_2,anger_2,fear_2,joy_2,guilt_2
2408,"When somebody I knew greeted me and started to talk with me and I á
didn't know, I couldn't remember who he was.",shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2409,"When I unjustly accused a person of my family of something she á
didn't really do.",guilt,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410,"I was travelling in the South of Brasil, near the end of the á
year. I was well settled with 3 friends. At the evening of 31 M., á
somebody, also with us, took from his purse pints of all colours, á
and the 4 of us, and other friends, that were at the same beach, á
painted each other and we went to the beach with champagne.",joy,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,"I was walking from my friend's house, a few blocks from my house, when a á
car began to follow me. He waited I passed by it rotateed a little and á
stopped on my way. I changed completely my way and the car went á
on following me until I turned at a corner and running I hid in a á
garden of a house, waiting for the car to pass by. I went back home á
terribly afraid.",fear,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2412,"One day I lent my tennis I just had washed to my sister because á
she asked it. I asked her not to soil it as I had just washed it. á
Next day I looked at the tennis, and it was dirty with wax. She á
could not have soiled it. It was lack of consideration. I felt á
very angry.",anger,4,0,0,1,0,0,0,0.6842105263157895,0.3157894736842105,0.0,0.0,0.0,0.0,0.0
2413,"The second time I went to the entrance exam to V.S.P. and á
didn't get approved.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2414,"I was travelling, we were 15 person, one of them I met at the á
travel and didn't like her. One night I was asleep while she and á
her friends were talking too loud in the kitchen. I got up to ask for á
silence and since that day I felt constant disgust for her.",disgust,1,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,"I was working in I. when a friend of mine borrowed his car so I á
could get bach there, I had to come to S.Paulo and his car was á
here. He said :""When you get the car tell my mother that you are á
only taking the car bacause I asked, for she doesn't like me to á
borrow it"". Next day he borrowed me it again for I had to come á
back again. When I was coming back I crashed the car quite a lot. á
One of the first person I met at the accident was his mother, á
that said to me ""You weren't to take the car only yesterday ?"" á
(before I saw her I was already ashamed).",shame,1,0,4,0,1,3,0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.5384615384615384
2416,"I had a date with a boy, but I didn't feel liked, and didn't go, á
I wasn't home purposely at the time we arranged.",guilt,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2417,"A friend of mine that is abroad undertook recently an axam to á
enter on University in Dallas, and was approved.",joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2418,"I felt afraid of losing somebody I love to another person because á
I was an incomprehensive person and lots of time I fight with á
this person.",fear,0,0,1,2,2,1,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
2419,"In certain occasion I have a fight with my boyfriend. During the á
fight I closed the door at his face. He went away but came back á
next day.",anger,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2420,"Last year, when I took the college entrance examinations I á
failed the FUVEST. It was for me the most frustrating situation á
because I had studied all year long, and only thought about this.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2421,"In a certain occasion I saw a dog in the street eating something á
so strange gooey that I wasn't able to eat lunch because I á
remembered the scene all the time.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2422,"I had never made a malicious joke in front of my boyfriend. Last á
week I did it I was funny, he loved it, and I died of shame.",shame,2,0,2,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2423,"When my parents fight lots of time, when I'm the reason of the á
fight, I feel guilty.",guilt,0,0,1,3,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2424,When I knew about my first job.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,When I was just to be divorced.,fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2426,My mother in law slept in my bed.,anger,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2427,A terrible fight that I provoked with my friend.,fear,1,0,1,2,2,1,0,0.6875,0.0,0.3125,0.0,0.0,0.0,0.0
2428,"In the last year of the high school we had a huge fight between á
my group and the graduation commission (two students of my á
classroom) because they accused us unjustly of a gossip about á
them.",anger,0,0,0,2,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2429,"When I was 10/11 years old my father travelled very much for his á
work (he passed three months away from home).",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,"I saw a film where snakes were crawling everywhere. I felt them á
crawling over all my body with that ... skins. The noise that á
they did disturbed me very much.",disgust,0,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2431,"In a play (secret friend) during the time of the high school I á
had to give a present to a boy and I was very ridiculous because á
of this.",shame,2,0,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2432,"When I was a child I used to play with my cousin gushing wather á
to each other in front of the door of my house. One day we á
decided to gush with on a passing car. The driver stopped and á
went to discuss with my mother and my aunt that were there.",guilt,1,0,1,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2433,When I got a small present form a person I like very much.,joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2434,"When a friend of mine discussed with me, I felt fear of losing á
her. This occurred because we had a missunderstanding between á
mutual colleagues.",fear,0,0,1,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2435,"When a boy tried to fool me so he would be OK trying to show me á
that he is a gook boy.",anger,3,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2436,"In the 12/83 my boyfriend asked me to forget him, as it would be á
easy.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2437,"When my oldest sister discovered that her boyfriend had another á
girl.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2438,"We where in a bar and my friend had a fight with some guys who á
were in the table aside.",shame,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2439,"When I deny something to my sister and after a while I feel sorry á
and try to bypass the situation.",guilt,0,0,0,1,0,0,0,0.0,0.0,0.7291666666666666,0.0,0.0,0.0,0.2708333333333333
2440,"When I saw my name in the newspaper and I knew that I entered at á
the University.",joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2441,"When my father died I felt myself alone and the fear possessed me. á
I was a child and all my sisters and brothers (8) were young.",fear,1,0,0,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2442,"I loved a person and he went away. It wasn't necessary that he á
left me to reach his goals.",anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2443,"A close friend travelled to another country. When I knew that he á
would only come back after many years, I felt very sad.",sadness,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2444,"When I watched a film about the problems of abandoned children á
(PIXOTE).",disgust,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,"When I began to date, the first gestures of affection made me á
feel ashamed.
Note: for GUILT go to record n¦231",shame,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2446,"The day I decided to get out of my house I saw in my brother's á
eyes that they blamed me for the situaiton.",guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2447,"I had a friend who I didn't see for a long time. We had a á
relationship from much union and interaction. It was more that á
one year that I didn't see her. She appeared in my home and we á
talked.",joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2448,"I was sitting on the bus coming back from school. A man from á
nearly forty years sat beside me. After a while I looked at him á
and saw that he was looking at me with opened throusers and á
holding his penis.",fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449,"My mother was ill and asked me to prpare our lunch. I went to do it, á
and while I was working, she stayed behind me telling what I á
had, or not to do. I asked her to stop meddling, and to go to á
bed. When I went to ask for help to my sister, my mother said that á
I was proud, that I asked for help only when I wanted and that I á
wasn't able to cook by myself.",anger,1,0,3,1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,"When on Christmas day my grandmother died. I received the á
news when I was coming back from a party on the 24th at 5 am.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,"The same event described under FEAR - in the bus a man sat beside á
me, with his trousers open and holding his penis.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2452,"When I went to a halloween party and had to walk through a shopping á
center dressed like a witch.",shame,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2453,"I had parked in a corner, and when I was going out I didn't watch á
if another car was coming and went out. The car that was coming á
was obliged to stop suddenly. It didn't crash but for a little.",guilt,0,0,1,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2454,When I got a record as a gift from a friend.,joy,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2455,"Once when I crossed the street, and was nearly trampled by a car.",fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2456,"A girl entered in the division where I work and greeted everybody á
but not me.",anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,A dear friend was removed from the division whre I work.,sadness,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2458,When somebody despised a friend of mine.,disgust,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2459,"When a friend told me a story and I stayed dumb because I had no á
story to tell.",shame,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460,"When I slapped a nephew who did something that I considered á
wrong, and I was reprehended for this.",guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461,"I wanted to go out to walk but I didn't know either where or á
with whom, suddenly an invitation appeared.",joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2462,"Passing (by car) over a bridge where only one car could pass. There á
was a precipice on both sides, no protection grilles, and the á
bridge was completely muddled.",fear,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2463,When my chief accused me of an error that I hadn't made.,anger,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2464,"When I knew about my sister's in law finacial situation and what á
she was facing.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2465,To see damaged lettuce (with worms) in the icebox.,disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2466,When a group of friends began to make critics about me.,shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2467,"When I knew that my niece did a bad schoolar examination because á
I couldn't explain her the lesson.",guilt,1,0,1,1,2,0,0,0.5405405405405406,0.0,0.4594594594594595,0.0,0.0,0.0,0.0
2468,"I felt a great joy when I knew that my father was going to sell á
the apartment from GUARUSA, because in some way we were helded by á
it, that means that we didn't go to any other place, because we á
had the apartment.",joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,"The day that there was a black-out in the city, and I was in an á
exposition, I felt fear that something more serious was á
happening, like a revolution for example.",fear,0,0,1,2,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2470,"I don't use to lie to my parets about what I do, and the two á
times that I felt anger were when they doubted me I said that I á
was going to the club, and they didn't believe me because the day á
before they had met me at FLIPERAMA. I had the wish to kill them.",anger,1,0,2,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2471,"I felt very sad when I saw the first list from the names of the á
people who entered at the University and my name wasn't there.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2472,"I felt disgust about all my friends. After having done a great á
effort to organize an evening together, and didn't work out, they á
put the blame on me. After this, I feel disgust towards those that á
blame me.",disgust,4,0,2,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,"I feel ashamed every time that someone makes me a positive or á
negative critic.",shame,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2474,"Yesterday I broke my sister's raio. She hears it always when she á
has school examinations and now she has examinations.",guilt,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2475,"When I discovered that I and my friend would be licensed at the á
first call. This emotion was accompanied by a great relief. It á
was the coronation of a year of sacrifice and extrene discipline.",joy,0,0,0,0,1,2,0,0.0,0.0,0.0,0.5384615384615384,0.0,0.46153846153846156,0.0
2476,"The week before I entered to army, when we were being selected. á
During 5 days I had to pass 10 hours a day waiting for the á
answer, which at last was the worst. The fear of being convoked, á
of hearing the fated phrase, was constant.",fear,0,0,0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2477,"When I was misleaded by a person who assured that something would á
not occur, that I had no reason to prepccupy myself, and suddenly á
I saw myself implicated by the fact, because of the incompetence, á
and irresponsibility of that person.",anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2478,"When I didn't succeed to enter at the University, I felt that the á
college entrance course sistem prejudiced me, that my integrity, á
and effort weren't corresponded.",sadness,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2479,When I had to plunge in a swamp of fetid and stagnant water.,disgust,1,0,1,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2480,"When I accused unjustly a person of robbery, who proved me the á
contrary, almost caused a public fight.",shame,1,0,1,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2481,"When in the initial interview for the recruiting, I don't know why, á
I accepted to do the test for army.",guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2482,I felt joy when I entered at the University.,joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2483,"One day, when I realized that I was alone, I felt fear of á
loneliness.",fear,0,0,1,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2484,"I felt anger when I saw that I was being misleaded by my á
boyfriend, he went out with other girls. I felt anger for his á
falsity.",anger,1,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2485,"When my boyfriend was changing his behavior there was something á
wrong, I felt sad, because it's desagreable when a relationship á
is ending.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2486,"I felt disgust when I realized that I had eaten something fatty, á
and vomited too much.",disgust,2,0,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2487,"When I realized that my bathing suit was spotted, I had became á
menstruated.",shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2488,When I robbed a loop in supermarket.,guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2489,"A meeting with the family and the friends I felt dear and loved, á
sharing the gladness of being together at a birthday.",joy,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2490,When I saw a horror film.,fear,1,0,1,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2491,"When my sister took something that belonged to me without my á
permission.",anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2492,When I felt alone and without love.,sadness,0,0,0,0,0,1,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
2493,"When I visited a creche. The conditions weren't too precarious á
but the children were in conditions of physical and emotional á
penury.",disgust,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2494,When I fell down.,shame,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2495,"I lost a conference because I hadn't got in touch with a certain á
person to inform her that I would go with her. I thought she knew á
what I wanted.",guilt,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2496,"After making an effort to enter at University I found a course á
and a school of higher education which were compatible with my á
experience and potentiality.",joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
